ID;date;device;type;os;category;superCategory;time_spent;frequency
hwyr5z1l;2023-07-07 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;120;1
hwyr5z1l;2023-07-07 00:00:00+00:00;phone;app;ios;Mobility;Other;120;7
hwyr5z1l;2023-07-07 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;120;6
hwyr5z1l;2023-07-07 00:00:00+00:00;phone;app;ios;System;Other;60;1
hwyr5z1l;2023-07-07 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;60;2
hwyr5z1l;2023-07-07 00:00:00+00:00;phone;app;ios;System;Other;60;1
hwyr5z1l;2023-07-08 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;480;12
hwyr5z1l;2023-07-08 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;360;5
hwyr5z1l;2023-07-08 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;300;2
hwyr5z1l;2023-07-08 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;300;2
hwyr5z1l;2023-07-08 00:00:00+00:00;phone;app;ios;Mobility;Other;300;14
hwyr5z1l;2023-07-08 00:00:00+00:00;phone;app;ios;News;Entertainment;240;20
hwyr5z1l;2023-07-08 00:00:00+00:00;phone;app;ios;Photos;Entertainment;180;4
hwyr5z1l;2023-07-08 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;120;1
hwyr5z1l;2023-07-08 00:00:00+00:00;phone;app;ios;System;Other;120;3
hwyr5z1l;2023-07-08 00:00:00+00:00;phone;app;ios;Mobility;Other;60;4
hwyr5z1l;2023-07-08 00:00:00+00:00;phone;app;ios;Navigation;Other;60;2
hwyr5z1l;2023-07-08 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;60;1
hwyr5z1l;2023-07-08 00:00:00+00:00;phone;app;ios;Finance;Other;60;1
hwyr5z1l;2023-07-09 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;660;
hwyr5z1l;2023-07-09 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;360;
hwyr5z1l;2023-07-09 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;180;
hwyr5z1l;2023-07-09 00:00:00+00:00;phone;app;ios;System;Other;120;
hwyr5z1l;2023-07-10 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;1560;
hwyr5z1l;2023-07-10 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;720;
hwyr5z1l;2023-07-10 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;300;
hwyr5z1l;2023-07-10 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;240;
hwyr5z1l;2023-07-10 00:00:00+00:00;phone;app;ios;Vacation / Free Time / Events;Other;240;
hwyr5z1l;2023-07-10 00:00:00+00:00;phone;app;ios;Mobility;Other;180;
hwyr5z1l;2023-07-10 00:00:00+00:00;phone;app;ios;Navigation;Other;120;
hwyr5z1l;2023-07-10 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;120;
hwyr5z1l;2023-07-10 00:00:00+00:00;phone;app;ios;Notes;Study / Work ICT;120;
hwyr5z1l;2023-07-10 00:00:00+00:00;phone;app;ios;System;Other;60;
hwyr5z1l;2023-07-10 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;60;
hwyr5z1l;2023-07-10 00:00:00+00:00;phone;app;ios;Finance;Other;60;
hwyr5z1l;2023-07-11 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;1080;
hwyr5z1l;2023-07-11 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;660;
hwyr5z1l;2023-07-11 00:00:00+00:00;phone;app;ios;Vacation / Free Time / Events;Other;420;
hwyr5z1l;2023-07-11 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;300;
hwyr5z1l;2023-07-11 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;300;
hwyr5z1l;2023-07-11 00:00:00+00:00;phone;app;ios;Mobility;Other;240;
hwyr5z1l;2023-07-11 00:00:00+00:00;phone;app;ios;Vacation / Free Time / Events;Other;180;
hwyr5z1l;2023-07-11 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;120;
hwyr5z1l;2023-07-11 00:00:00+00:00;phone;app;ios;Photos;Entertainment;120;
hwyr5z1l;2023-07-11 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;60;
hwyr5z1l;2023-07-11 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;60;
hwyr5z1l;2023-07-11 00:00:00+00:00;phone;app;ios;Vacation / Free Time / Events;Other;60;
hwyr5z1l;2023-07-12 00:00:00+00:00;phone;app;ios;Mobility;Other;1020;
hwyr5z1l;2023-07-12 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;780;
hwyr5z1l;2023-07-12 00:00:00+00:00;phone;app;ios;Mobility;Other;660;
hwyr5z1l;2023-07-12 00:00:00+00:00;phone;app;ios;Photos;Entertainment;540;
hwyr5z1l;2023-07-12 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;540;
hwyr5z1l;2023-07-12 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;420;
hwyr5z1l;2023-07-12 00:00:00+00:00;phone;app;ios;Navigation;Other;360;
hwyr5z1l;2023-07-12 00:00:00+00:00;phone;app;ios;Vacation / Free Time / Events;Other;240;
hwyr5z1l;2023-07-12 00:00:00+00:00;phone;app;ios;Vacation / Free Time / Events;Other;240;
hwyr5z1l;2023-07-12 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;120;
hwyr5z1l;2023-07-12 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;120;
hwyr5z1l;2023-07-12 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;60;
hwyr5z1l;2023-07-12 00:00:00+00:00;phone;app;ios;Mobility;Other;60;
hwyr5z1l;2023-07-12 00:00:00+00:00;phone;app;ios;Mobility;Other;60;
hwyr5z1l;2023-07-12 00:00:00+00:00;phone;app;ios;Social Media;Social Media;60;
hwyr5z1l;2023-07-12 00:00:00+00:00;phone;app;ios;Finance;Other;60;
hwyr5z1l;2023-07-13 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;840;
hwyr5z1l;2023-07-13 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;600;
hwyr5z1l;2023-07-13 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;480;
hwyr5z1l;2023-07-13 00:00:00+00:00;phone;app;ios;Vacation / Free Time / Events;Other;480;
hwyr5z1l;2023-07-13 00:00:00+00:00;phone;app;ios;Mobility;Other;300;
hwyr5z1l;2023-07-13 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;300;
hwyr5z1l;2023-07-13 00:00:00+00:00;phone;app;ios;Finance;Other;240;
hwyr5z1l;2023-07-13 00:00:00+00:00;phone;app;ios;Real Estate;Other;180;
hwyr5z1l;2023-07-13 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;120;
hwyr5z1l;2023-07-13 00:00:00+00:00;phone;app;ios;Mobility;Other;60;
hwyr5z1l;2023-07-13 00:00:00+00:00;phone;app;ios;Mobility;Other;60;
hwyr5z1l;2023-07-13 00:00:00+00:00;phone;app;ios;News;Entertainment;60;
hwyr5z1l;2023-07-13 00:00:00+00:00;phone;app;ios;Delivery;Other;60;
hwyr5z1l;2023-07-14 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;600;
hwyr5z1l;2023-07-14 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;540;
hwyr5z1l;2023-07-14 00:00:00+00:00;phone;app;ios;System;Other;240;
hwyr5z1l;2023-07-14 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;240;
hwyr5z1l;2023-07-14 00:00:00+00:00;phone;app;ios;Mobility;Other;240;
hwyr5z1l;2023-07-14 00:00:00+00:00;phone;app;ios;Delivery;Other;180;
hwyr5z1l;2023-07-14 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;180;
hwyr5z1l;2023-07-14 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;120;
hwyr5z1l;2023-07-14 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;120;
hwyr5z1l;2023-07-14 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;60;
hwyr5z1l;2023-07-14 00:00:00+00:00;phone;app;ios;System;Other;60;
hwyr5z1l;2023-07-14 00:00:00+00:00;phone;app;ios;Photos;Entertainment;60;
hwyr5z1l;2023-07-14 00:00:00+00:00;phone;app;ios;Reading / Books;Entertainment;60;
hwyr5z1l;2023-07-15 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;1320;
hwyr5z1l;2023-07-15 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;720;
hwyr5z1l;2023-07-15 00:00:00+00:00;phone;app;ios;Notes;Study / Work ICT;420;
hwyr5z1l;2023-07-15 00:00:00+00:00;phone;app;ios;Navigation;Other;360;
hwyr5z1l;2023-07-15 00:00:00+00:00;phone;app;ios;System;Other;360;
hwyr5z1l;2023-07-15 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;300;
hwyr5z1l;2023-07-15 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;300;
hwyr5z1l;2023-07-15 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;300;
hwyr5z1l;2023-07-15 00:00:00+00:00;phone;app;ios;Delivery;Other;240;
hwyr5z1l;2023-07-15 00:00:00+00:00;phone;app;ios;Vacation / Free Time / Events;Other;120;
hwyr5z1l;2023-07-15 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;60;
hwyr5z1l;2023-07-16 00:00:00+00:00;phone;app;ios;Finance;Other;1080;
hwyr5z1l;2023-07-16 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;840;
hwyr5z1l;2023-07-16 00:00:00+00:00;phone;app;ios;Social Media;Social Media;240;
hwyr5z1l;2023-07-16 00:00:00+00:00;phone;app;ios;Real Estate;Other;240;
hwyr5z1l;2023-07-16 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;180;
hwyr5z1l;2023-07-16 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;180;
hwyr5z1l;2023-07-16 00:00:00+00:00;phone;app;ios;Food;Other;120;
hwyr5z1l;2023-07-16 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;120;
hwyr5z1l;2023-07-16 00:00:00+00:00;phone;app;ios;Social Media;Social Media;60;
hwyr5z1l;2023-07-16 00:00:00+00:00;phone;app;ios;System;Other;60;
hwyr5z1l;2023-07-16 00:00:00+00:00;phone;app;ios;Finance;Other;60;
hwyr5z1l;2023-07-16 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;3000;
hwyr5z1l;2023-07-16 00:00:00+00:00;phone;app;ios;Photos;Entertainment;1140;
hwyr5z1l;2023-07-17 00:00:00+00:00;phone;app;ios;Food;Other;840;
hwyr5z1l;2023-07-17 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;840;
hwyr5z1l;2023-07-17 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;480;
hwyr5z1l;2023-07-17 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;480;
hwyr5z1l;2023-07-17 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;360;
hwyr5z1l;2023-07-17 00:00:00+00:00;phone;app;ios;Mobility;Other;240;
hwyr5z1l;2023-07-17 00:00:00+00:00;phone;app;ios;Notes;Study / Work ICT;180;
hwyr5z1l;2023-07-17 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;120;
hwyr5z1l;2023-07-17 00:00:00+00:00;phone;app;ios;Navigation;Other;60;
hwyr5z1l;2023-07-17 00:00:00+00:00;phone;app;ios;Navigation;Other;60;
hwyr5z1l;2023-07-17 00:00:00+00:00;phone;app;ios;Mobility;Other;60;
hwyr5z1l;2023-07-17 00:00:00+00:00;phone;app;ios;News;Entertainment;60;
hwyr5z1l;2023-07-17 00:00:00+00:00;phone;app;ios;Mobility;Other;60;
hwyr5z1l;2023-07-17 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;60;
hwyr5z1l;2023-07-18 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;720;
hwyr5z1l;2023-07-18 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;420;
hwyr5z1l;2023-07-18 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;420;
hwyr5z1l;2023-07-18 00:00:00+00:00;phone;app;ios;Mobility;Other;300;
hwyr5z1l;2023-07-18 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;240;
hwyr5z1l;2023-07-18 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;180;
hwyr5z1l;2023-07-18 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;180;
hwyr5z1l;2023-07-18 00:00:00+00:00;phone;app;ios;Delivery;Other;120;
hwyr5z1l;2023-07-18 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;120;
hwyr5z1l;2023-07-18 00:00:00+00:00;phone;app;ios;Social Media;Social Media;60;
hwyr5z1l;2023-07-18 00:00:00+00:00;phone;app;ios;Food;Other;60;
hwyr5z1l;2023-07-19 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;840;
hwyr5z1l;2023-07-19 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;420;
hwyr5z1l;2023-07-19 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;360;
hwyr5z1l;2023-07-19 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;300;
hwyr5z1l;2023-07-19 00:00:00+00:00;phone;app;ios;Photos;Entertainment;120;
hwyr5z1l;2023-07-19 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;120;
hwyr5z1l;2023-07-19 00:00:00+00:00;phone;app;ios;Mobility;Other;60;
hwyr5z1l;2023-07-19 00:00:00+00:00;phone;app;ios;Mobility;Other;60;
hwyr5z1l;2023-07-19 00:00:00+00:00;phone;app;ios;Food;Other;60;
hwyr5z1l;2023-07-20 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;1800;
hwyr5z1l;2023-07-20 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;540;
hwyr5z1l;2023-07-20 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;420;
hwyr5z1l;2023-07-20 00:00:00+00:00;phone;app;ios;Navigation;Other;360;
hwyr5z1l;2023-07-20 00:00:00+00:00;phone;app;ios;Notes;Study / Work ICT;360;
hwyr5z1l;2023-07-20 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;300;
hwyr5z1l;2023-07-20 00:00:00+00:00;phone;app;ios;Vacation / Free Time / Events;Other;180;
hwyr5z1l;2023-07-20 00:00:00+00:00;phone;app;ios;Mobility;Other;180;
hwyr5z1l;2023-07-20 00:00:00+00:00;phone;app;ios;Photos;Entertainment;120;
hwyr5z1l;2023-07-20 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;60;
hwyr5z1l;2023-07-20 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;60;
hwyr5z1l;2023-07-20 00:00:00+00:00;phone;app;ios;News;Entertainment;60;
hwyr5z1l;2023-07-20 00:00:00+00:00;phone;app;ios;System;Other;60;
hwyr5z1l;2023-07-20 00:00:00+00:00;phone;app;ios;Social Media;Social Media;60;
hwyr5z1l;2023-07-20 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;60;
hwyr5z1l;2023-07-20 00:00:00+00:00;phone;app;ios;System;Other;60;
hwyr5z1l;2023-07-20 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;60;
hwyr5z1l;2023-07-20 00:00:00+00:00;phone;app;ios;Navigation;Other;60;
hwyr5z1l;2023-07-21 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;1140;
hwyr5z1l;2023-07-21 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;900;
hwyr5z1l;2023-07-21 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;600;
hwyr5z1l;2023-07-21 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;420;
hwyr5z1l;2023-07-21 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;180;
hwyr5z1l;2023-07-21 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;180;
hwyr5z1l;2023-07-21 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;120;
hwyr5z1l;2023-07-21 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;60;
hwyr5z1l;2023-07-21 00:00:00+00:00;phone;app;ios;Social Media;Social Media;60;
hwyr5z1l;2023-07-21 00:00:00+00:00;phone;app;ios;Mobility;Other;60;
hwyr5z1l;2023-07-21 00:00:00+00:00;phone;app;ios;Mobility;Other;60;
hwyr5z1l;2023-07-21 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;60;
hwyr5z1l;2023-07-21 00:00:00+00:00;phone;app;ios;Mobility;Other;60;
hwyr5z1l;2023-07-22 00:00:00+00:00;phone;app;ios;Finance;Other;1800;
hwyr5z1l;2023-07-22 00:00:00+00:00;phone;app;ios;Navigation;Other;900;
hwyr5z1l;2023-07-22 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;840;
hwyr5z1l;2023-07-22 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;360;
hwyr5z1l;2023-07-22 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;360;
hwyr5z1l;2023-07-22 00:00:00+00:00;phone;app;ios;Finance;Other;240;
hwyr5z1l;2023-07-22 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;180;
hwyr5z1l;2023-07-22 00:00:00+00:00;phone;app;ios;Finance;Other;180;
hwyr5z1l;2023-07-22 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;120;
hwyr5z1l;2023-07-22 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;60;
hwyr5z1l;2023-07-22 00:00:00+00:00;phone;app;ios;Video;Entertainment;60;
hwyr5z1l;2023-07-22 00:00:00+00:00;phone;app;ios;News;Entertainment;60;
hwyr5z1l;2023-07-22 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;60;
